1, 0.147211
2, -0.106766
3, 0.020057
4, 0.000467
5, 0.080703
6, -0.155907
7, -0.151563
8, -0.244234
9, -0.126587
10, 0.098523
11, -0.058049
12, 0.043388
13, 0.239158
14, -0.118288
15, 0.175561
16, 0.030247
17, -0.016256
18, -0.092433
19, 0.120798
20, 0.029990
21, -0.148487
22, 0.164636
23, -0.161175
24, -0.082684
25, 0.169215
26, 0.108520
27, -0.105827
28, 0.203989
29, -0.121092
30, 0.088574
31, 0.057311
32, 0.151056
33, -0.209356
34, 0.236840
35, -0.247192
36, 0.034418
37, -0.098070
38, 0.184324
39, 0.196680
40, 0.207689
41, 0.011114
42, 0.059836
43, 0.044651
44, 0.091946
45, 0.110427
46, 0.242787
47, -0.104617
48, -0.125238
49, 0.136165
50, 0.191362
51, 0.140152
52, -0.241568
53, 0.245585
54, 0.111017
55, 0.171270
56, -0.075249
57, 0.012875
58, -0.078106
59, 0.244112
60, 0.184966
61, -0.242477
62, -0.069604
63, 0.058960
64, -0.147897
65, 0.115592
66, 0.229908
67, 0.112055
68, -0.213203
69, 0.048233
70, -0.025847
71, 0.131737
72, -0.093279
73, -0.065850
74, 0.206256
75, -0.067192
76, 0.135778
77, -0.212511
78, 0.065114
79, 0.021894
80, 0.104521
81, 0.211179
82, 0.167020
83, 0.243845
84, -0.161534
85, -0.206998
86, -0.191162
87, 0.214942
88, -0.081409
89, -0.029307
90, 0.142235
91, 0.212471
92, 0.172013
93, -0.036898
94, -0.043752
95, 0.154358
96, 0.242480
97, 0.083290
98, 0.199675
99, 0.026841
100, 0.152722
101, 0.206880
102, -0.019464
103, -0.154703
104, -0.082009
105, -0.036472
106, 0.220023
107, -0.202731
108, -0.089147
109, 0.135778
110, -0.216220
111, 0.249062
112, -0.080652
113, 0.123128
114, -0.097521
115, 0.019235
116, 0.126141
117, 0.166930
118, -0.134108
119, -0.077082
120, 0.184335
121, -0.201031
122, 0.225656
123, 0.156455
124, -0.204488
125, 0.158986
126, -0.106307
127, 0.072558
128, 0.102022
129, -0.248852
130, 0.183026
131, -0.130663
132, 0.067705
133, -0.247531
134, 0.019671
135, 0.249780
136, 0.070556
137, -0.060279
138, -0.042983
139, -0.087499
140, -0.158458
141, 0.048017
142, -0.181382
143, -0.072459
144, -0.146855
145, -0.050575
146, -0.074018
147, 0.067849
148, 0.171011
149, 0.030332
150, 0.089599
151, 0.002237
152, -0.152415
153, 0.059011
154, 0.109364
155, 0.011602
156, 0.222360
157, -0.109490
158, 0.043505
159, 0.169658
160, 0.111646
161, -0.182884
162, -0.088252
163, -0.224192
164, 0.105768
165, -0.053833
166, -0.221937
167, -0.159509
168, -0.226159
169, 0.005966
170, 0.021833
171, 0.052918
172, 0.195131
173, -0.176599
174, -0.214659
175, 0.200186
176, 0.220298
177, 0.089680
178, -0.191644
179, -0.165923
180, -0.017517
181, -0.222908
182, -0.082847
183, -0.192165
184, -0.166589
185, -0.227801
186, 0.056562
187, -0.112854
188, 0.020380
189, 0.117573
190, 0.217778
191, 0.040668
192, 0.104996
193, 0.148186
194, 0.164464
195, 0.191389
196, -0.122283
197, -0.085386
198, 0.114518
199, -0.138795
200, 0.142442
201, 0.215015
202, -0.094362
203, -0.042599
204, -0.052643
205, 0.242153
206, 0.022780
207, -0.190397
208, -0.224318
209, -0.084839
210, 0.005252
211, 0.230846
212, -0.010882
213, -0.217078
214, -0.241917
215, -0.034238
216, -0.035238
217, 0.236279
218, -0.112516
219, -0.036876
220, -0.220194
221, 0.233691
222, -0.240966
223, 0.114370
224, 0.168873
225, 0.187346
226, -0.131800
227, -0.124481
228, 0.012903
229, -0.143667
230, 0.035873
231, -0.066016
232, -0.115282
233, 0.005353
234, 0.072026
235, -0.181747
236, 0.047368
237, 0.088480
238, -0.195231
239, -0.064020
240, 0.090013
241, 0.099966
242, -0.247768
243, -0.102389
244, -0.073053
245, 0.064820
246, 0.087925
247, 0.077270
248, 0.081227
249, 0.185175
250, -0.004935
251, -0.104746
252, -0.046902
253, 0.173864
254, 0.240336
255, 0.077340
256, 0.039796
257, 0.142515
258, 0.097772
259, 0.110552
260, -0.165213
261, -0.146669
262, -0.064395
263, 0.229602
264, 0.133801
265, 0.125319
266, -0.067350
267, 0.146345
268, 0.094480
269, -0.069398
270, -0.208080
271, -0.168937
272, 0.162152
273, -0.208075
274, 0.216853
275, -0.152491
276, -0.189523
277, 0.203982
278, -0.111779
279, 0.009012
280, -0.169858
281, -0.075037
282, 0.128072
283, 0.149361
284, -0.077789
285, 0.249471
286, -0.095204
287, 0.013781
288, 0.244025
289, 0.035327
290, -0.140692
291, 0.206350
292, 0.237830
293, 0.118237
294, -0.243488
295, -0.243045
296, -0.137804
297, -0.128124
298, 0.108493
299, 0.044661
300, -0.143429
301, -0.108171
302, 0.074581
303, 0.043489
304, -0.002845
305, -0.051784
306, -0.039853
307, -0.237556
308, -0.078620
309, 0.217243
310, 0.124668
311, -0.101578
312, -0.108312
313, -0.113690
314, 0.243756
315, -0.005581
316, 0.185190
317, 0.107714
318, -0.092711
319, 0.022495
320, -0.074036
321, -0.084241
322, -0.027383
323, -0.068733
324, -0.183908
325, 0.213435
326, 0.021039
327, 0.111151
328, 0.201168
329, -0.197383
330, 0.113537
331, -0.024412
332, -0.032365
333, 0.248996
334, 0.088610
335, -0.215048
336, 0.213759
337, 0.198688
338, -0.035555
339, -0.023438
340, 0.077432
341, 0.010740
342, 0.105891
343, -0.193680
344, 0.141143
345, 0.120129
346, 0.064614
347, 0.049060
348, 0.197405
349, 0.067148
350, -0.218487
351, 0.131678
352, 0.238422
353, 0.119823
354, -0.011233
355, 0.242147
356, 0.157284
357, -0.159517
358, 0.087312
359, -0.176370
360, -0.138288
361, -0.160467
362, -0.025359
363, 0.023737
364, -0.202764
365, -0.062731
366, 0.182321
367, 0.133753
368, 0.074271
369, 0.077571
370, -0.012962
371, 0.182232
372, -0.119078
373, 0.112887
374, 0.248036
375, 0.142176
376, -0.073170
377, 0.022139
378, 0.116633
379, -0.224799
380, -0.053567
381, -0.230705
382, -0.021632
383, -0.128565
384, 0.107840
385, 0.185587
386, -0.022565
387, 0.081165
388, -0.018329
389, -0.043495
390, 0.102938
391, 0.011089
392, 0.048615
393, -0.043827
394, 0.121941
395, -0.093729
396, -0.234659
397, 0.169321
398, 0.139539
399, 0.070769
400, -0.246677
401, 0.137668
402, 0.074406
403, 0.196406
404, -0.062612
405, 0.214838
406, 0.055521
407, -0.192452
408, -0.167778
409, -0.091811
410, 0.014582
411, 0.027323
412, 0.213273
413, -0.155130
414, 0.095781
415, 0.209496
416, -0.117920
417, 0.185956
418, -0.229974
419, -0.115340
420, 0.109881
421, 0.158164
422, -0.215950
423, 0.137998
424, 0.050057
425, 0.115295
426, 0.147678
427, -0.033831
428, -0.034536
429, -0.166397
430, 0.064189
431, 0.084796
432, 0.106769
433, 0.177004
434, -0.137612
435, -0.180082
436, 0.157689
437, 0.039240
438, -0.107944
439, 0.215964
440, 0.085313
441, 0.065339
442, -0.046870
443, 0.155653
444, -0.071047
445, 0.172615
446, -0.107186
