1, -0.004364, -0.119027, -0.031899
2, 0.132921, 0.000469, 0.079029
3, -0.008533, 0.060529, 0.015243
4, 0.014781, -0.077723, -0.102399
5, 0.017730, -0.139132, -0.078240
6, 0.007682, -0.002710, 0.065001
7, -0.002538, 0.042167, 0.115856
8, 0.026305, 0.110166, 0.043710
9, -0.091042, 0.067601, -0.055375
10, -0.056336, 0.077251, 0.041297
11, -0.129880, -0.105420, -0.038484
12, -0.145747, -0.016344, 0.014258
13, -0.009783, 0.025700, -0.067060
14, 0.099055, -0.075922, -0.136703
15, 0.040769, -0.099854, -0.128883
16, 0.097466, 0.084926, -0.009595
17, 0.084837, -0.007177, 0.038243
18, 0.127109, -0.132190, -0.089329
19, -0.010462, 0.052534, 0.044255
20, -0.060474, 0.142700, -0.024642
21, -0.082224, 0.117106, 0.082628
22, 0.109048, -0.031249, -0.003192
23, -0.078459, -0.143302, 0.043411
24, -0.024536, 0.020293, 0.104226
25, -0.050521, -0.132631, -0.074417
26, -0.061699, -0.084737, 0.052843
27, -0.079476, -0.140441, 0.006357
28, -0.018063, 0.142138, 0.054747
29, -0.067285, 0.098004, 0.117081
30, -0.045941, 0.039647, 0.008126
31, -0.010578, 0.068187, 0.095919
32, -0.078899, 0.126522, -0.010480
33, -0.000427, 0.113729, -0.118877
34, -0.135571, 0.024110, 0.025808
35, -0.106895, 0.045079, 0.111293
36, 0.128672, -0.088974, 0.004604
37, -0.035376, 0.029979, 0.092425
38, 0.073547, 0.115242, 0.118701
39, -0.074706, -0.057374, -0.005931
40, -0.056174, -0.031555, 0.026940
41, 0.046955, -0.080876, 0.122539
42, 0.059160, -0.120348, 0.089864
43, -0.146134, 0.051364, 0.080947
44, -0.100092, -0.092988, 0.077116
45, -0.079851, -0.104110, -0.104824
46, 0.055728, 0.031244, -0.048833
47, -0.037612, 0.099155, -0.082056
48, -0.098525, -0.083951, 0.130054
49, -0.126518, -0.018926, -0.007678
50, 0.122118, -0.145194, -0.091024
51, 0.006408, 0.068143, -0.131898
52, 0.102107, -0.117816, -0.112083
53, -0.090100, -0.055537, -0.053748
54, -0.114857, 0.099711, -0.056087
55, -0.007639, -0.043168, 0.047650
56, -0.088044, 0.121518, -0.012544
57, 0.060919, -0.067320, 0.075675
58, 0.138054, 0.088124, 0.126770
59, -0.109477, -0.139789, -0.048608
60, -0.128545, -0.006486, 0.068310
61, 0.061353, -0.121627, -0.140413
62, 0.100676, -0.118220, -0.112555
63, 0.044447, -0.077813, 0.004225
64, -0.104909, 0.011722, -0.105024
65, -0.143374, -0.136363, -0.073386
66, -0.073356, 0.081920, 0.051110
67, -0.080419, -0.125352, 0.093039
68, 0.079586, 0.109750, 0.077689
69, -0.011170, 0.113874, 0.053019
70, 0.027665, -0.015898, 0.071999
71, 0.066935, -0.086860, -0.072351
72, -0.102828, 0.145980, 0.099934
73, 0.022568, 0.121010, 0.085741
74, -0.111577, 0.003352, 0.084151
75, 0.134522, -0.120097, 0.123582
76, -0.023374, 0.075099, -0.001682
77, -0.111113, 0.057908, -0.036691
78, -0.033113, 0.080228, -0.057022
79, -0.135845, -0.087913, -0.078067
80, -0.082168, -0.111151, -0.046879
81, -0.109638, 0.072610, 0.024527
82, 0.130275, -0.038403, 0.030989
83, -0.116031, -0.016372, 0.038050
84, -0.121133, 0.036540, 0.005622
85, 0.097704, 0.067413, 0.058144
86, -0.137658, 0.095678, 0.071665
87, 0.115462, -0.129950, -0.038760
88, -0.040933, 0.146914, -0.012437
89, -0.113055, 0.065455, 0.119849
90, 0.034781, -0.004405, 0.084307
91, 0.073867, -0.091095, 0.076313
92, 0.012253, -0.029986, 0.034194
93, 0.062579, 0.008445, 0.023076
94, 0.143198, 0.036865, 0.089128
95, 0.075238, 0.073555, -0.146792
96, 0.136730, 0.069077, 0.066988
97, -0.033366, -0.135107, -0.129160
98, 0.037846, 0.035722, 0.064240
99, -0.062255, -0.069928, 0.032539
100, -0.083801, -0.071299, -0.069518
101, -0.049728, 0.064722, 0.033189
102, 0.081125, -0.032654, -0.142229
103, 0.142339, -0.149346, 0.069170
104, -0.072593, -0.124376, 0.028585
105, -0.076536, -0.018310, 0.008842
106, 0.008502, 0.100688, 0.006450
107, -0.059261, 0.085569, -0.050243
108, -0.087411, -0.108014, 0.141977
109, -0.082680, 0.018415, 0.011267
110, 0.008027, 0.046849, 0.035135
111, 0.097143, -0.096294, 0.090240
112, -0.100740, 0.066546, -0.148389
113, -0.067832, -0.047991, -0.077213
114, 0.014322, -0.009689, -0.146377
115, -0.019434, -0.010093, 0.061801
116, 0.034508, 0.039397, -0.031127
117, -0.065314, 0.040022, -0.110354
118, 0.020370, -0.057048, -0.036488
119, -0.059497, -0.101857, 0.015118
120, 0.127582, -0.010775, -0.080204
121, -0.043294, -0.117729, -0.144668
122, -0.076658, 0.029902, 0.050738
123, 0.089836, -0.141649, -0.148067
124, -0.075688, 0.127234, -0.106854
125, -0.035302, -0.044622, 0.115743
126, -0.008300, -0.106275, 0.027600
127, 0.068782, -0.074350, -0.029749
128, -0.031296, -0.044198, -0.017550
129, -0.104168, -0.115187, 0.090103
130, -0.009423, 0.110794, 0.116768
131, 0.113601, -0.049159, -0.137132
132, -0.019046, 0.114304, 0.030765
133, -0.124961, -0.014461, -0.003026
134, 0.135797, -0.074208, 0.115901
135, -0.108224, -0.069482, 0.065373
136, 0.148940, 0.000776, 0.130101
137, 0.130001, -0.112306, -0.071604
138, -0.041739, 0.146062, 0.138727
139, -0.072903, 0.062841, 0.087461
140, 0.101276, -0.105048, 0.144323
141, 0.106428, -0.098833, 0.144077
142, -0.127379, 0.040073, -0.037322
143, -0.032509, 0.011375, 0.095141
144, 0.066915, -0.025354, 0.065614
145, -0.130116, 0.011689, -0.015218
146, -0.018157, 0.130230, -0.121785
147, -0.091419, -0.116475, -0.142895
148, -0.133977, -0.039210, 0.008809
149, 0.001275, -0.091056, -0.077832
150, 0.034475, -0.070092, -0.052365
151, -0.106814, -0.077520, 0.055074
152, 0.013222, -0.132082, -0.004993
153, 0.023709, 0.112708, -0.131009
154, 0.130983, -0.016365, -0.011699
155, 0.022665, 0.066896, -0.119042
156, -0.113166, 0.129431, 0.111912
157, -0.053969, 0.043262, 0.126598
158, 0.038581, -0.030879, 0.040416
159, 0.027706, -0.070320, -0.135595
160, -0.001518, -0.039651, 0.119425
161, 0.107722, -0.035226, -0.139513
162, -0.086997, 0.042361, -0.074771
163, 0.149034, 0.063283, -0.147449
164, -0.045428, -0.064192, 0.136643
165, 0.031621, -0.110780, 0.065656
166, 0.019922, 0.003407, -0.013804
167, 0.110033, 0.075516, -0.074609
168, -0.026892, 0.104641, -0.113062
169, -0.025776, 0.069698, -0.080110
170, 0.004443, -0.092855, 0.009546
171, 0.042057, -0.079265, -0.047102
172, -0.095013, -0.055910, -0.101239
173, -0.127526, -0.039215, -0.134598
174, -0.021045, -0.093511, -0.085346
175, 0.022914, -0.059346, -0.062043
176, -0.128276, -0.051476, 0.113131
177, -0.031497, 0.064130, 0.133091
178, -0.086824, -0.073501, -0.109179
179, 0.118439, 0.134352, 0.041924
180, 0.097030, 0.067577, -0.025017
181, 0.044249, -0.103439, -0.054642
182, 0.105553, 0.122659, 0.028631
183, 0.134919, 0.084541, -0.041430
184, -0.045171, 0.007757, -0.014400
185, 0.112315, 0.143952, -0.114761
186, -0.074364, -0.095793, 0.044356
187, 0.087594, -0.055063, 0.065938
188, -0.149684, 0.094240, 0.013099
189, 0.017544, -0.103990, 0.082742
190, -0.079390, -0.119190, -0.049833
191, -0.049022, 0.084008, 0.132514
192, 0.071641, 0.131783, -0.025669
193, 0.135963, 0.140357, 0.139198
194, -0.085317, -0.052233, -0.049187
195, -0.100960, -0.146215, -0.125069
196, -0.013596, -0.002811, 0.050507
197, 0.056854, 0.136441, 0.092670
198, -0.012117, -0.003316, -0.002077
199, 0.088430, -0.120646, 0.135671
200, -0.019746, -0.033766, -0.098089
201, 0.040969, 0.024147, -0.039985
202, 0.124983, -0.122577, 0.086049
203, -0.130115, 0.099260, 0.072181
204, 0.070061, 0.065668, 0.044749
205, 0.058894, -0.022336, -0.147018
206, -0.026048, -0.117517, 0.075863
207, 0.091956, 0.020098, -0.047591
208, 0.027152, -0.061919, -0.063001
209, 0.017685, -0.112858, -0.001283
210, 0.099378, 0.021552, 0.042140
211, 0.051389, -0.104873, -0.145723
212, -0.110745, -0.066028, -0.003759
213, 0.125775, 0.093824, 0.033294
214, -0.026688, -0.126866, 0.096322
215, 0.024635, 0.081947, -0.086969
216, 0.027804, 0.044239, -0.063837
217, 0.021683, 0.008714, -0.146877
218, 0.100176, -0.040819, -0.118233
219, -0.077273, -0.113111, 0.024347
220, -0.143920, 0.106953, -0.034363
221, 0.010953, 0.111424, 0.105843
222, 0.100794, 0.032653, 0.143222
223, 0.040825, 0.142550, 0.012637
224, 0.038503, -0.036534, 0.104161
225, 0.018348, -0.008042, -0.018728
226, 0.057803, -0.091635, 0.080336
227, 0.068042, -0.015826, -0.094893
228, 0.130788, -0.003443, -0.112552
229, 0.025605, -0.130588, -0.058831
230, 0.091604, -0.020019, 0.133206
231, 0.135670, 0.060556, -0.128008
232, -0.125171, -0.073908, -0.043161
233, -0.133325, -0.034434, -0.006752
234, 0.118885, -0.018124, 0.057815
235, -0.142003, -0.123521, 0.086622
236, 0.094367, -0.095890, 0.126894
237, 0.103184, -0.046515, 0.108680
238, 0.040374, 0.134004, 0.117541
239, 0.126587, -0.028008, 0.052184
240, 0.079088, 0.017237, 0.135430
241, -0.112550, -0.074189, 0.012104
242, 0.072635, -0.095064, -0.048142
243, -0.034552, -0.090736, 0.139349
244, -0.058660, -0.117272, 0.121733
245, -0.018922, 0.051313, 0.057066
246, -0.061928, 0.038300, -0.079273
247, 0.023041, 0.076004, -0.115428
248, 0.060764, -0.141455, -0.021472
249, 0.032338, 0.049749, -0.110555
250, -0.083609, -0.053306, -0.101411
251, 0.039348, -0.081520, -0.056655
252, 0.142524, -0.142947, -0.054914
253, 0.086512, -0.140510, -0.113221
254, -0.039282, -0.030097, 0.094479
255, 0.111603, -0.051179, 0.106695
256, 0.085794, 0.127721, 0.062300
257, 0.017548, -0.103532, 0.022520
258, -0.082730, 0.025055, 0.031607
259, -0.067322, -0.145910, 0.130057
260, 0.056487, 0.017088, 0.009828
261, -0.106893, 0.027863, 0.056415
262, -0.005935, -0.112103, 0.043053
263, 0.023802, -0.060385, 0.001599
264, 0.095293, -0.051215, -0.149891
265, 0.113411, 0.106405, -0.047539
266, -0.050148, -0.033338, 0.139273
267, -0.128604, 0.131811, 0.016455
268, -0.001356, -0.048047, 0.124246
269, 0.028800, 0.066314, 0.088950
270, 0.097733, -0.144981, -0.003453
271, -0.004128, 0.118122, 0.033158
272, -0.081467, 0.093840, -0.117974
273, -0.058506, 0.024523, 0.147336
274, -0.035358, 0.042625, -0.057642
275, 0.113355, -0.145299, -0.085176
276, -0.016385, 0.092727, -0.001659
277, -0.111022, -0.038009, -0.006868
278, 0.137086, -0.135077, 0.065087
279, -0.130774, -0.097468, -0.009103
280, 0.038719, -0.108488, 0.062437
281, 0.061636, 0.070155, 0.066618
282, 0.017841, 0.140964, -0.105475
283, 0.092397, 0.123796, -0.114335
284, 0.056916, -0.116888, -0.005537
285, 0.092786, 0.109541, 0.096199
286, 0.033952, -0.135641, 0.127392
287, -0.053203, -0.080809, -0.149782
